symbol,name,mktcap,nmc,turnoverratio
SZ002959,小熊电器,1860300,465075,8.03136
SZ300699,光威复材,3016797,1877520.7092,1.98871
SH601155,新城控股,7289219.12078,7252926.84078,0.5129
SZ300319,麦捷科技,787588.61023,743829.85065,4.99447
SZ000158,常山北明,1590623.637395,1562060.63905,2.37644
SH600201,生物股份,2932729.587564,2932729.587564,1.26519
SH601801,皖新传媒,1187555.227989,1187555.227989,3.12399
SH603658,安图生物,7383547.909153,7383547.909153,0.50196
SH603301,振德医疗,895720,348726.189,10.62138
SH603520,司太立,1915362.379912,1915362.379912,1.93246
SZ002028,思源电气,1419310.729494,1096365.805187,3.35799
SZ002461,珠江啤酒,2047328.844,2047327.04025,1.79258
SZ300348,长亮科技,1258970.232026,1012214.98612,3.62538
SZ300171,东富龙,923027.11176,628552.087163,5.82283
SZ002985,北摩高科,1456552,364138,10.05084
SH600529,山东药玻,2908797.315083,2908797.315083,1.25608
SZ300769,德方纳米,766920.93105,421330.94275,8.654
SZ300363,博腾股份,1629870.841599,1344965.748126,2.70649
SH600079,人福医药,3443823.744288,3271708.813728,1.11205
SH600026,中远海能,3233867.789915,1857766.312619,1.95756
SZ002117,东港股份,616057.389309,615859.506092,5.90163
SH600486,扬农化工,2559145.174006,2559145.174006,1.42019
SH600838,上海九百,316295.883009,316295.883009,11.47243
SZ300576,容大感光,764520,378044.468575,9.58076
SH603258,电魂网络,1171580.438,1151520,3.13881
SZ002498,汉缆股份,1686685.572,1686685.572,2.14269
SZ000813,德展健康,1506275.7696,1506275.089536,2.39316
SZ300770,新媒股份,2682585.082026,1643186.54322,2.18718
SZ300144,宋城演艺,4818881.11572,4070651.01874,0.87988
SZ300573,兴齐眼药,1164735.9,855142.6545,4.18823
