http://www.shdjt.com/flsort.asp?lb=993505
序	股票代码	股票名称	行业	最新	涨幅↓	市值亿元	市盈率%	涨幅3日%	涨幅半年	净额万元	ddx	ddy	ddz	主动率	通吃率	ddx红	特大差	大单差	中单差	小单差	活跃度	单数比	特大买入	特大卖出	大单买入	大单卖出	中单买入	中单卖出	小单买入	小单卖出	换手率	量比
60	601668	中国建筑 点评	土木工程	5.98	1.18%	2460	6	6.41	-1.16	7675	.03	.03	14.04	10.05	3.7	7	1	-1.6	5.3	-.5	-3.2	148	1.15	30.2	31.8	45.5	40.2	11.4	11.9	12.9	16.1	0.84	1.41
61	600221	海航控股 点评	航空运输	1.76	1.15%	289	36	1.73	-13.3	1682	.06	0	15.91	30.54	9.5	1	1	6.5	3	-4.4	-5.1	126	1.11	32.3	25.8	35.2	32.2	15.3	19.7	17.2	22.3	0.61	1.52
62	002065	东华软件 点评	软件服务	10.65	1.14%	299	33	49.37	52.14	3477	.12	.05	9.78	-6.49	7.2	5	1	2.8	4.4	-4.8	-2.4	107	1.05	22.2	19.4	35.1	30.7	23.7	28.5	19.0	21.4	1.62	0.88
63	601989	中国重工 点评	运输设备	5.37	1.13%	982	75	-12.54	-16.63	3896	.04	.03	21.94	13.71	8.8	4	1	10.3	-1.5	-.6	-8.2	123	1.23	24.8	14.5	41.0	42.5	16.5	17.1	17.7	25.9	0.45	1.74
64	601808	中海油服 点评	开采辅助	19.30	1.10%	571	33	1.15	101.88	-1996	-.04	-.01	-20.86	-.76	-8.9	0	0	-2.2	-6.7	2.3	6.6	76	0.74	3.8	6.0	29.8	36.5	21.2	18.9	45.2	38.6	0.40	1.61
65	601899	紫金矿业 点评	金属采选	4.80	1.05%	923	30	6.9	32.6	-7391	-.08	-.01	-13.21	10.85	-5.6	0	0	-6.8	1.2	4.5	1.1	134	0.89	27.0	33.8	37.1	35.9	18.5	14.0	17.4	16.3	1.43	0.86
66	002202	金风科技 点评	通用设备	12.56	1.05%	425	25	7.63	5.02	1187	.03	-.01	-2.83	19.33	2.6	1	1	3.2	-.6	-.5	-2.1	79	0.87	10.9	7.7	30.1	30.7	33.2	33.7	25.8	27.9	1.07	1.09
67	002304	洋河股份 点评	饮料制造	111.71	1.05%	1395	18	3.03	-12.18	3760	.03	.04	12.27	-7.71	5.2	2	1	-4.4	9.6	-.7	-4.5	89	1.17	11.5	15.9	35.7	26.1	36.9	37.6	15.9	20.4	0.52	1.17
68	600000	浦发银行 点评	金融服务	12.60	1.04%	3541	6	11.01	8.43	5152	.02	.01	33.62	2.83	10.8	5	1	16.4	-5.6	-4.4	-6.4	135	1.39	33.9	17.5	39.2	44.8	12.4	16.8	14.5	20.9	0.14	1.13
69	601877	正泰电器 点评	电气机械	27.23	1.04%	586	15	23.21	17.93	-1523	-.03	.02	-.69	2.9	-5.5	3	0	11.5	-17	1.4	4.1	120	1.08	19.3	7.8	38.1	55.1	17.3	15.9	25.3	21.2	0.47	1.01
70	601888	中国国旅 点评	商务服务	90.98	1.03%	1776	32	-3.81	9.22	-6955	-.04	-.02	-20.69	14.52	-10.9	5	0	.9	-11.8	7.6	3.3	124	0.86	15.3	14.4	41.3	53.1	23.5	15.9	19.9	16.6	0.36	1.10
71	600208	新湖中宝 点评	房地产业	3.93	1.03%	338	10	35.05	23.16	862	.03	-.02	-.55	3.17	1.3	7	1	3.4	-2.1	-.5	-0.8	114	0.97	14.3	10.9	43.5	45.6	15.5	16.0	26.7	27.5	1.98	1.20
72	600498	烽火通信 点评	电子设备	27.91	0.98%	309	40	.4	1.6	1186	.04	-.1	-7.16	12.17	2.9	4	1	6	-3.1	-4.8	1.9	112	0.84	14.0	8.0	43.6	46.7	15.3	20.1	27.1	25.2	1.32	1.07
73	601788	光大证券 点评	金融服务	13.39	0.90%	523	20	22.62	17.35	-1313	-.02	-.05	-12.5	2.37	-2.8	3	0	.8	-3.6	-.5	3.3	122	0.85	12.7	11.9	47.1	50.7	18.1	18.6	22.1	18.8	0.89	0.93
74	600398	海澜之家 点评	纺织服装	8.04	0.88%	355	10	-4.06	-10.27	-995	-.03	-.06	-20.46	11.84	-5.8	2	0	1.9	-7.7	-1.1	6.9	87	0.72	6.0	4.1	34.4	42.1	21.7	22.8	37.9	31.0	0.48	1.28
75	600352	浙江龙盛 点评	化学制品	14.91	0.88%	485	9	4.05	-7.79	-2371	-.05	-.1	-7.7	.97	-1.6	3	0	-4	2.4	.3	1.3	128	0.91	17.3	21.3	46.0	43.6	16.4	16.1	20.3	19.0	3.05	1.30
76	601211	国泰君安 点评	金融服务	18.83	0.86%	1415	19	7.23	4.87	4527	.03	.02	14.92	5.64	6.2	6	1	1.3	4.9	-2.2	-4.0	137	1.13	18.0	16.7	53.6	48.7	15.0	17.2	13.4	17.4	0.52	0.79
77	002179	中航光电 点评	电子设备	39.79	0.86%	423	38	-10.62	14.11	3596	.08	.02	12.52	-6.81	11.3	3	1	-.1	11.4	-.9	-10.4	65	1.04	9.2	9.3	28.7	17.3	33.8	34.7	28.3	38.7	0.75	1.46
78	300498	温氏股份 点评	畜牧业	34.60	0.85%	1387	23	-15.61	-.09	1258	.01	-.05	-8.76	5.25	1.3	4	1	-2.4	3.7	-4	2.7	106	0.83	18.1	20.5	35.3	31.6	27.2	31.2	19.4	16.7	0.70	1.10
79	002466	天齐锂业 点评	有色金属	30.95	0.85%	352	190	54.36	35.27	24724	.71	.99	22.36	2.6	9.9	3	1	6.8	3.1	-5.8	-4.1	99	1.28	21.4	14.6	33.2	30.1	26.2	32.0	19.2	23.3	7.17	1.60
80	002310	东方园林 点评	土木工程	5.19	0.78%	86	-12	1.37	-11.67	484	.06	-.28	-8.08	9.94	2.9	5	1	-12.9	15.8	-1.6	-1.3	86	0.78	4.8	17.7	39.6	23.8	31.7	33.3	23.9	25.2	1.95	1.57
81	601018	宁波港 点评	水上运输	3.89	0.78%	498	13	0	-11.19	-102	0	.01	6.07	1.79	-.9	2	0	-3.5	2.6	1.3	-0.4	98	1.15	8.8	12.3	39.7	37.1	15.8	14.5	35.7	36.1	0.23	2.06
82	002415	海康威视 点评	电子设备	34.17	0.77%	2759	30	2.64	21.64	16308	.06	.05	20.86	-4.14	10	4	1	7.6	2.4	-5.7	-4.3	115	1.21	32.5	24.9	29.9	27.5	22.9	28.6	14.7	19.0	0.59	1.24
83	600010	包钢股份 点评	黑色金属	1.34	0.75%	424	39	-11.84	-19.42	-1586	-.04	-.07	-29.74	30.77	-4.8	4	0	-7.3	2.5	1.6	3.2	143	0.71	35.9	43.2	33.4	30.9	16.4	14.8	14.3	11.1	0.78	1.23
84	300124	汇川技术 点评	电气机械	30.85	0.72%	418	60	30.83	29.4	-6225	-.15	-.14	-47.48	-9.23	-24.8	5	0	-7.3	-17.5	-3.4	28.2	87	0.62	10.5	17.8	20.7	38.2	25.6	29.0	43.2	15.0	0.60	0.70
85	600535	天士力 点评	医药制造	15.66	0.71%	237	16	-8.9	-8.79	-981	-.04	-.08	-12.29	1.68	-2.9	2	0	-1.8	-1.1	-.5	3.4	111	0.85	9.9	11.7	44.1	45.2	19.4	19.9	26.6	23.2	1.43	1.38
86	601933	永辉超市 点评	零售业	7.78	0.65%	737	36	-17.67	-22.59	963	.01	-.04	-7.2	-7.76	1.5	3	1	4.1	-2.6	-5.7	4.2	113	0.86	21.0	16.9	36.2	38.8	15.9	21.6	26.9	22.7	0.87	1.09
87	002939	长城证券 点评	金融服务	13.94	0.65%	232	44	-11.27	-16.53	482	.02	-.15	-4.44	.72	.7	3	1	-3	3.7	-2.4	1.7	88	0.89	11.1	14.1	33.3	29.6	33.6	36.0	22.0	20.3	2.98	0.66
88	300059	东方财富 点评	金融服务	16.00	0.63%	871	58	6.81	17.73	24499	.28	.08	12.14	-3.34	8.1	4	1	5.5	2.6	-6.1	-2.0	126	1.07	35.4	29.9	31.8	29.2	20.8	26.9	12.0	14.0	3.48	0.74
89	601901	方正证券 点评	金融服务	8.59	0.59%	707	49	26.32	20.58	-5355	-.08	-.1	-15.51	-4.8	-5.9	3	0	-5.4	-.5	2.1	3.8	110	0.84	9.9	15.3	41.9	42.4	21.3	19.2	26.9	23.1	1.28	0.62
90	600837	海通证券 点评	金融服务	15.72	0.58%	1272	18	.38	15.25	4318	.03	0	5.2	-.53	3.4	1	1	1.9	1.5	-1.7	-1.7	134	1.03	22.0	20.1	46.5	45.0	15.2	16.9	16.3	18.0	1.00	0.64
91	600153	建发股份 点评	批发业	9.11	0.55%	258	11	2.36	-.44	-764	-.03	-.03	-12.04	8.07	-7.6	4	0	4	-11.6	2.3	5.3	72	0.88	5.8	1.8	26.2	37.8	28.6	26.3	39.4	34.1	0.39	0.77
92	600900	长江电力 点评	电热供应	18.57	0.54%	4085	17	-.38	5.51	-458	0	0	2.62	2.22	-1.6	2	0	-4.4	2.8	-1.4	3.0	103	1.09	6.9	11.3	43.7	40.9	17.0	18.4	32.4	29.4	0.07	0.97
93	000776	广发证券 点评	金融服务	15.54	0.52%	920	16	15.37	13.27	5990	.06	.06	16.95	.53	7.4	7	1	6.7	.7	-4.4	-3.0	109	1.19	22.9	16.2	35.2	34.5	28.0	32.4	13.9	16.9	0.88	0.73
94	002236	大华股份 点评	电子设备	21.49	0.51%	390	26	25.01	45.79	-9644	-.25	-.09	-11.42	-.72	-7.9	2	0	-10.2	2.3	7.3	0.6	121	0.94	18.5	28.7	38.2	35.9	28.0	20.7	15.3	14.7	3.14	1.05
95	603019	中科曙光 点评	电子设备	35.72	0.51%	322	97	-3.54	-1.84	-2518	-.08	-.11	-11.51	-.28	-3.3	3	0	-.9	-2.4	1.3	2.0	123	0.88	13.0	13.9	47.1	49.5	15.8	14.5	24.1	22.1	2.39	1.25
96	000786	北新建材 点评	非金属	26.11	0.50%	441	-3053	36.34	39.85	562	.01	.08	11.79	8.08	3.3	7	1	3.5	-.2	3.5	-6.8	72	1.26	15.6	12.1	22.0	22.2	35.5	32.0	26.9	33.7	0.39	0.76
97	002468	申通快递 点评	邮政业	19.74	0.46%	65	20	-13.72	-26.92	57	.01	-.23	-8.51	1.2	.4	3	1	-9.2	9.6	-7.1	6.7	69	0.77	1.5	10.7	33.2	23.6	37.1	44.2	28.2	21.5	2.18	0.83
98	600606	绿地控股 点评	房地产业	7.05	0.43%	858	5	4.14	3.52	-337	0	0	-5.42	10.17	-1.7	1	0	8.7	-10.4	-1.2	2.9	121	0.94	28.6	19.9	30.9	41.3	14.1	15.3	26.4	23.5	0.23	0.91
99	601898	中煤能源 点评	煤炭采选	5.07	0.40%	464	9	1	6.69	986	.02	0	9.91	15.53	13.8	1	1	.8	13	-7.9	-5.9	84	0.91	4.3	3.5	44.8	31.8	15.6	23.5	35.3	41.2	0.15	0.73
100	000568	泸州老窖 点评	饮料制造	85.79	0.40%	1253	25	-10.78	7.4	-4833	-.04	.05	.28	3.25	-4.5	3	0	-.4	-4.1	4.4	0.1	92	1.11	16.9	17.3	26.7	30.8	37.5	33.1	18.9	18.8	0.85	0.85
101	603986	兆易创新 点评	电子设备	220.40	0.40%	624	118	53.11	135.85	8035	.13	.14	14	-5.57	5.2	3	1	2.2	3	-2.8	-2.4	143	1.13	28.7	26.5	45.6	42.6	12.6	15.4	13.1	15.5	2.49	0.97
